objectid,id_punto,nombreestablecimiento,direccion,municipio,barrio,estado,longitud,latitud
1,1,4 Esquinas,CL 21 81 04,Bello,Paris,En servicio,-75.58523658,6.3149193
2,2,5 Esquinas,CL 54 53 55,Bello,Bello,En servicio,-75.56146885,6.33773422
3,3,Alkala,DG 44 33B 49,Bello,Bello,En servicio,-75.53870309,6.33231093
4,4,Bar Santander,CR 50 50 A 27,Bello,Bello,En servicio,-75.55869445,6.33488208
5,5,Bar Santander (2),CR 50 50 A 27,Bello,Bello,En servicio,-75.55869445,6.33488208
6,6,Barrio Obrero,CL 31 53 04,Bello,Bello,En servicio,-75.55943105,6.31974256
7,7,Billares,CR 83 101 DD 19,Bello,Paris,En servicio,-75.58234987,6.30364856
8,8,Bingo La 51,CR 51 50 56,Bello,Bello,En servicio,-75.55943822,6.33435049
9,9,Buena Esquina,CR 52 55 37,Bello,Bello,En servicio,-75.56124711,6.33890127
10,10,Cabañas La 58,CR 58 27 A 34,Bello,Bello,En servicio,-75.56364428,6.31658093
11,11,Cabañitas,CR 58 D 26 12,Bello,Bello,En servicio,-75.56686747,6.31523608
12,12,Camacol,AV 47B 65 120,Bello,Bello,En servicio,-75.55440983,6.34751836
13,13,Caretero Qap,TRANSVERSAL 56A 54 19,Bello,Bello,En servicio,-75.56107191,6.34153415
14,14,Carnelly,CR 49 49 61,Bello,Bello,En servicio,-75.55781243,6.33419845
15,15,Clinica Antioquia,CR 48 47 25,Bello,Bello,En servicio,-75.55649404,6.33343256
16,16,Club Obrero,CL 35 52 27,Bello,Bello,En servicio,-75.55919159,6.32233716
17,17,Congolo Hv,CR 50 58 43,Bello,Bello,En servicio,-75.55926651,6.34054575
18,18,Congolo Puente Qap,CR 47 58 28,Bello,Bello,En servicio,-75.55682103,6.34083302
19,19,Cumbre Rey,CR 63 56 13,Bello,Bello,En servicio,-75.56770141,6.33982822
20,20,De Uno Paisajes,CR 65 68 31 INT 105,Bello,Bello,En servicio,-75.567586,6.348749
21,21,Droguería La 50,CR 50 55 04,Bello,Bello,En servicio,-75.55893656,6.33839627
22,22,Drogueria Manchester,CL 45 48 23,Bello,Bello,En servicio,-75.55553,6.3311
23,23,Drogueria Servimedic,CL 53 64 27,Bello,Bello,En servicio,-75.56980941,6.33780837
24,24,Ducado,CR 58 CL 66 4,Bello,Bello,En servicio,-75.56245003,6.34697404
25,25,Eca Bellanita,CL 63 59 38,Bello,Bello,En servicio,-75.56401506,6.34456302
26,26,El Cairo,CR 50 63 15,Bello,Bello,En servicio,-75.55944527,6.3423781
27,27,El Carmen,CL 58 62 44,Bello,Bello,En servicio,-75.56648872,6.34186542
28,28,El Chino,CL 51 51 34,Bello,Bello,En servicio,-75.55980644,6.33511598
29,29,El Copo De Nieve S.A.S,DG 57 34 65,Bello,Bello,En servicio,-75.54282,6.34161
30,30,El Perez,CR 55 49 49,Bello,Bello,En servicio,-75.56238923,6.33358572
31,31,El Vergel,CL 62 63 B 15,Bello,Bello,En servicio,-75.56798447,6.34511842
32,32,Espititu Santo,CL 49 A 56 84,Bello,Bello,En servicio,-75.55911,6.339602
33,33,Fernando Velez,CL 53 62 B 70,Bello,Bello,En servicio,-75.56792621,6.33783355
34,34,Florida 1,CL 31 55 06,Bello,Bello,En servicio,-75.56046583,6.31958688
35,35,Fotocopias Mirian,CR 59 40 A 44,Bello,Bello,En servicio,-75.56667,6.3307
36,36,Fruver Niquia,DG 55 AVENIDA 37 20,Bello,Bello,En servicio,-75.544025,6.340119
37,37,Gana Santa Ines,CL 47 45 83,Bello,Bello,En servicio,-75.55450045,6.33399185
38,38,Gana Santa Ines (2),CL 47 45 83         ,Bello,Bello,En servicio,-75.55450045,6.33399185
39,39,Gana Servicios Barrio Obrero,CL 35 51 35,Bello,Bello,En servicio,-75.55866676,6.32214073
40,40,Gana Servicios Bellanita,TRANSVERSAL 56A 57 17,Bello,Bello,En servicio,-75.56310245,6.34323252
41,41,Gana Servicios Bello,CL 51 51 11,Bello,Bello,En servicio,-75.55969218,6.33498549
42,42,Gana Servicios C.C Puerta Del Norte I I,DG 55 AUT NORTE LOCAL 1 154,Bello,Bello,En servicio,-75.54238293,6.33927264
43,43,Gana Servicios Machado,DG 44 32 21,Bello,Bello,En servicio,-75.5373131,6.33378328
44,44,Gana Servicios Niquia,AV 43 58 55,Bello,Bello,En servicio,-75.550237,6.3413373
45,45,Gana Servicios Paris,CR 72 20 D 85,Bello,Paris,En servicio,-75.57875313,6.3109422
46,46,Granero El Atardecer,CL 29 A 51 A 05,Bello,Bello,En servicio,-75.55862626,6.31804688
47,47,Hato Viejo,CR 63 A A 54 37,Bello,Bello,En servicio,-75.56881364,6.33843191
48,48,Heladería Bello,CR 49 50 58,Bello,Bello,En servicio,-75.55785379,6.3349056
49,49,Iglesia Terranova,DG 55 AV 33 48,Bello,Bello,En servicio,-75.54148571,6.34079997
50,50,Kiosko Gilma,CR 76 20 F 04,Bello,Paris,En servicio,-75.58150721,6.31295083
51,51,La Camila,DG 42 DC 36 41,Bello,Bello,En servicio,-75.539409,6.327771
52,52,La Isla,CR 50 57 23,Bello,Bello,En servicio,-75.55922332,6.33980951
53,53,La Liko Bar,CL 72 A 91 B 20,Bello,Bello,En servicio,-75.5519,6.339963
54,54,Las Alarias,CL 56 B 67 B 17,Bello,Bello,En servicio,-75.57252887,6.34163308
55,55,Licores Salo,CL 74 57 B 54,Bello,Bello,En servicio,-75.55993,6.35099
56,56,Local La Salida,CL 104 B 84D 85,Bello,Paris,En servicio,-75.583218,6.307024
57,57,Los Bucaros,CR 58 B 40 C 24,Bello,Bello,En servicio,-75.56629398,6.3274552
58,58,Lucerito,CL 58 57 107,Bello,Bello,En servicio,-75.56420836,6.34055666
59,59,Machado El Rey,CL 44 83 A 06,Bello,Bello,En servicio,-75.53372426,6.3353881
60,60,Mega Apuestas,AV 44 56 07,Bello,Bello,En servicio,-75.55178423,6.33993112
61,61,Mega Bellavista,CL 70 64 36,Bello,Bello,En servicio,-75.56716587,6.34961471
62,62,Mega Cumbre,CR 63 57A 09,Bello,Bello,En servicio,-75.56732764,6.34124063
63,63,Mejoras Teranova,DG 55 AV 35 18,Bello,Bello,En servicio,-75.54338604,6.34028656
64,64,Mirador,CL 101 D 83 11,Bello,Paris,En servicio,-75.58213968,6.30280665
65,65,Mirador,CR 50 66 99,Bello,Bello,En servicio,-75.55898426,6.34683689
66,66,Modulo Prado,CR 44 52 56,Bello,Bello,En servicio,-75.55324501,6.33706414
67,67,Nazareth,CL 51 58 40,Bello,Bello,En servicio,-75.56491507,6.33441396
68,68,Niquia La 45,AV 45 54 40,Bello,Bello,En servicio,-75.55337086,6.33901096
69,69,Niquia La 55,DG 55 N 42 26 LOCAL 4228,Bello,Bello,En servicio,-75.5484974,6.33896747
70,70,Niquia Metro,DG 50 A 37 01 LOCAL 101,Bello,Ciudad Niquia,En servicio,-75.544505,6.33773
71,71,Niquia Parte Alta 2,AVENIDA 42 NRO 62 61 LOCAL 104,Bello,Bello,En servicio,-75.54938,6.34356
72,72,Nueva Plaza,CR 46 51 13 ,Bello,Bello,En servicio,-75.555166,6.336031
73,73,Nuevo Obra 2000,CL 56 54 46,Bello,Bello,En servicio,-75.56179293,6.33911186
74,74,Nuevo San Felix,KM 22 VIA A SAN PEDRO DE LOS MILAGROS,Bello,Sabanalarga,En servicio,-75.607831,6.34448
75,75,Of. Principal,CL 50 A 50 27,Bello,Bello,En servicio,-75.5588342,6.33467525
76,76,Of. Principal Maya,CL 51 50 09,Bello,Bello,En servicio,-75.55874844,6.33510542
77,77,Of. Principal Qap,AV 50 A 51 52,Bello,Bello,En servicio,-75.55883682,6.33554539
78,78,P.V Alianza Florida,CL 31 56 126,Bello,Bello,En servicio,-75.56170022,6.31945915
79,79,P.V Carlos Uribe,CL 31 57 106,Bello,Bello,En servicio,-75.56292975,6.31919541
80,80,Panaderia Naria Palitos,CL 27 B 58 61 ,Bello,Bello,En servicio,-75.56362,6.31701
81,81,Papeleria Danna,CL 72 A 57 14,Bello,Bello,En servicio,-75.56024,6.35058
82,82,Paris 2,CR 76 20 E 27,Bello,Paris,En servicio,-75.58183043,6.31234222
83,83,Paris La 72,CR 72 20 F 31,Bello,Paris,En servicio,-75.57839116,6.31208561
84,84,Peña Verde,CL 57 67 B 79 INT 117,Bello,Bello,En servicio,-75.57311961,6.34209838
85,85,Picachito,CR 84 D 107 12,Bello,Paris,En servicio,-75.582541,6.309091
86,86,Plaza 1,CL 51 45 09,Bello,Bello,En servicio,-75.55423516,6.33567675
87,87,Prado Del Rey,CRA 47 53 33,Bello,Bello,En servicio,-75.55649146,6.33730984
88,88,Prendería Rey,CR 48 50 39,Bello,Bello,En servicio,-75.55710906,6.33504221
89,89,Puente Cabañitas,CR 58 22 A 09,Bello,Bello,En servicio,-75.56362899,6.31228274
90,90,Quitasol,DG 65 41 22,Bello,Bello,En servicio,-75.54837482,6.34566779
91,91,Rey Obra 2000,CL 58 56A 214,Bello,Bello,En servicio,-75.55940734,6.34044284
92,92,Rosalpi Qap,CR 57B 53 86,Bello,Bello,En servicio,-75.56551014,6.33846012
93,93,Sala  De Internet,DG 68 47 20,Bello,Bello,En servicio,-75.55378541,6.34914925
94,94,Salsamentaria Zoila,CR 52 50 4,Bello,Bello,En servicio,-75.56,6.33404
95,95,San Gabriel,CR 63 B 71 13,Bello,Bello,En servicio,-75.56702029,6.35017541
96,96,Santana Megapuestas,CR 53 A 49 46,Bello,Bello,En servicio,-75.56126372,6.33333402
97,97,Santanita,CR 56 C 47 04 LOCAL 3,Bello,Bello,En servicio,-75.564878,6.331929
98,98,Tecnolgia Magenta,DG 65 A 41 A 73,Bello,Bello,En servicio,-75.54891,6.34617
99,99,Tienda Donde Santi Y Lina,AVENIDA 42 63 77,Bello,Bello,En servicio,-75.54919,6.34449
100,100,Tienda Jorgares,DG 69 A 40 C 07,Bello,Bello,En servicio,-75.548269,6.349436
101,101,Tienda La Señorial,CR 65A 77 38,Bello,Bello,En servicio,-75.56924485,6.35397517
102,102,Tienda Naturista Sana Natural,AV 35 DG 55 65,Bello,Bello,En servicio,-75.544943,6.337527
103,103,Trapiche,CR 68 59 A E 42,Bello,Bello,En servicio,-75.57197427,6.34436169
104,104,Tres Esquinas,CR 80 106 A 20,Bello,Paris,En servicio,-75.57664752,6.3077677
105,105,Universidad Cooperativa,CL 52 51 55,Bello,Bello,En servicio,-75.55997991,6.33570819
106,106,Valadares,CL 59 A 66 27,Bello,Bello,En servicio,-75.5700949,6.34342111
107,107,Varedades Maru,CL 57 66 B B 39,Bello,Bello,En servicio,-75.571241,6.342183
108,108,Variedades Alba,CR 44 26 71 INT118,Bello,Bello,En servicio,-75.55191,6.31498
109,109,Variedades Cafe Albert,CL 35 42 B 41,Bello,Bello,En servicio,-75.54848,6.32118
110,110,Variedades Global Red Servicios,CRA 58 73 38,Bello,Bello,En servicio,-75.561603,6.351309
111,111,Variedades Jc Y D,AV 20 57 A 36 ,Bello,Bello,En servicio,-75.5322,6.34577
112,112,Variedades Moni,CL 21 69 58,Bello,Paris,En servicio,-75.5764588,6.31226909
113,113,Variedades Yeimi,CL 33 43 31 INT 106,Bello,Bello,En servicio,-75.5489,6.32004
114,114,Villas De Comfenalco,CR 66 62 07,Bello,Bello,En servicio,-75.56952771,6.34549535
115,115,Yaima Uñas Esculturales,AV 35 DG 55 65,Bello,Bello,En servicio,-75.56165,6.34531
116,116,Candilejas Bello Horizonte,CL 77 B B 85 B 34,Medellín,El Diamante,En servicio,-75.59037035,6.28215946
117,117,De Uno Robledo,Cl 65 87 07 INT 102,Medellín,Robledo,En servicio,-75.59721,6.276451
118,118,El Hospital,CL 63 130 78,Medellín,San Cristobal Vereda La Loma,En servicio,-75.63551432,6.27776107
119,119,El Hospital (2),CL 63 130 78         ,Medellín,San Cristobal Vereda La Loma,En servicio,-75.63551432,6.27776107
120,120,El Llano,RURAL EL LLANO,Medellín,San Cristobal Vereda La Loma,En servicio,-75.64940643,6.2944748
121,121,Euro Florida,CL 71 65 102,Medellín,El Diamante,En servicio,-75.57732,6.27061
122,122,Ferrolsa Sas,CL 63 33 C 08,Medellín,San Cristobal Vereda La Loma,En servicio,-75.63781,6.27885
123,123,Gana Servicios Diamante,CL 79 DG 85 23,Medellín,El Diamante,En servicio,-75.58656867,6.28370221
124,124,Gana Servicios Diamante,CR 85A 79 108,Medellín,El Diamante,En servicio,-75.58652767,6.2843562
125,125,Gana Servicios La Campiña,CL 64 A 94 B 3,Medellín,Robledo,En servicio,-75.60487468,6.28100947
126,126,Granero Civition,CL 77 CC 91 22,Medellín,El Diamante,Desactivado,-75.59293,6.28559
127,127,Helados Y Mas,CL 66 103 B 15,Medellín,San Cristobal Vereda La Loma,En servicio,-75.639625,6.281845
128,128,Hospital Pablo Tobon Uribe,CL 78B 69 240 LOCAL 18,Medellín,El Diamante,En servicio,-75.57928,6.27596
129,129,La Diamantina,CR 86 79 B 40,Medellín,El Diamante,En servicio,-75.58634063,6.28559136
130,130,La Finquita,CR 72 C 80 A 20,Medellín,El Diamante,En servicio,-75.57883613,6.28099192
131,131,La Y San Cristobal,CL 63 127 140,Medellín,San Cristobal Vereda La Loma,En servicio,-75.63417486,6.27827842
132,132,Las Margaritas,CL 62 B 106 B 91,Medellín,San Cristobal Vereda La Loma,En servicio,-75.6302501,6.27865321
133,133,Lopez De Mesa,CR 74 80 B 18,Medellín,El Diamante,En servicio,-75.58022732,6.28201649
134,134,Lopez Gana,CR 75 80 C 10,Medellín,El Diamante,En servicio,-75.58156656,6.28303964
135,135,Los Molina,CR 80 80 51,Medellín,El Diamante,En servicio,-75.58415029,6.28315166
136,136,Nuevo Aures,CR 94 A 78 A 44,Medellín,El Diamante,En servicio,-75.594755,6.289697
137,137,Oro,CL 77 D 86 73,Medellín,El Diamante,En servicio,-75.58993284,6.28351742
138,138,Papeleria El Sol,CR 126 61 A 22,Medellín,San Cristobal Vereda La Loma,En servicio,-75.63219,6.27263
139,139,Papeleria Samuel,CL 92 B 72 B 47,Medellín,El Diamante,En servicio,-75.57729,6.28766
140,140,Pilarica,CR 69 73 121,Medellín,El Diamante,En servicio,-75.57912514,6.27462971
141,141,Pv Oficina Principal Gana San Cristobal,CL 62 130 18,Medellín,San Cristobal Vereda La Loma,En servicio,-75.63537133,6.27685987
142,142,Qap Diamante,CR 86 80 A 07,Medellín,El Diamante,En servicio,-75.58588498,6.28633237
143,143,Robledo Palenque,CL 68 86 15,Medellín,Robledo,En servicio,-75.594575,6.27821
144,144,Sala De Internet Copiaures,CL 77 EE 91 B 28,Medellín,El Diamante,Desactivado,-75.59325,6.28692
145,145,Sibertel,CL 64AC 106 101C IN 9903,Medellín,San Cristobal Vereda La Loma,En servicio,-75.62440824,6.28226313
146,146,Supermercado Travesias,CL 68 136C 49,Medellín,San Cristobal Vereda La Loma,En servicio,-75.641615,6.285682
147,147,Tecnicel Juli.Jb,CR 94 78 A 09,Medellín,El Diamante,En servicio,-75.59439,6.28919
148,148,Tecnicell Ja,CR 85 B 77 C 29,Medellín,El Diamante,En servicio,-75.58924,6.28163
149,149,Tienda Granero Johan,CR 124 61 C 14 INT 9803 URB AVELLANAS,Medellín,San Cristobal Vereda La Loma,En servicio,-75.630175,6.278064
150,150,Tienda Porras,CR 92 78 A 96,Medellín,El Diamante,En servicio,-75.59278,6.28832
151,151,Variedades Aures.Net,CL 80 94 92 INT 101,Medellín,El Diamante,En servicio,-75.59313,6.2918
152,152,Variedades Cañaberal,CL 65 AA 105 77 INT 9810,Medellín,Robledo,En servicio,-75.609562,6.288271
153,153,Variedades Dulce Mania,CR 122 48 D 57,Medellín,San Cristobal Vereda La Loma,En servicio,-75.628283,6.269162
154,154,Aaa Barrio Nuevo,CR 60 22 30,Medellín,Santander,En servicio,-75.56985132,6.31183735
155,155,Aeropuerto Olaya Herrera,Cra 65 13 157 LOCAL AE3,Medellín,Trinidad,En servicio,-75.58677,6.21949
156,156,Barrio Nuevo La Trampa,CR 60 22 A 16,Medellín,Santander,En servicio,-75.56994669,6.312318
157,157,Belalcazar 2,CR 64 A 103 4,Medellín,Girardot,En servicio,-75.56553,6.29637
158,158,Boutique Esencia Y Belleza,CR 68 A  93 124,Medellín,Castilla,En servicio,-75.57323,6.28844
159,159,Boyaca Las Brisas,CR 64 D 116 A 28,Medellín,Girardot,En servicio,-75.56256418,6.31026775
160,160,Brisas,CR 67 109 31,Medellín,Girardot,En servicio,-75.56667,6.30550359
161,161,Cafe Internet Mundo Virtual,CR 63 104 96,Medellín,Girardot,En servicio,-75.55938,6.30023
162,162,Candilejas 2,CL 98 74 09,Medellín,Castilla,En servicio,-75.57672,6.29573
163,163,Carniceria Carolina,CR 78 90 84,Medellín,Kennedy,En servicio,-75.5831582,6.28802603
164,164,Casa De Leticia Cano,CR 79 91 B 30,Medellín,Kennedy,En servicio,-75.58360013,6.28936727
165,165,Castilla La 72,CR 72 97 05,Medellín,Castilla,En servicio,-75.57447893,6.29335591
166,166,Castilla La 93,CR 70 93 133,Medellín,Castilla,En servicio,-75.57446337,6.28886065
167,167,Cofinet,CR 66 110 20,Medellín,Girardot,En servicio,-75.56545414,6.30579477
168,168,Consumo Pedregal,CR 74 104 04,Medellín,Girardot,En servicio,-75.57229761,6.30179641
169,169,Crearcoop,CR 74 103C 08,Medellín,Girardot,En servicio,-75.57266323,6.30064624
170,170,Doce Octubre Qap,CR 80 98 D 13,Medellín,Kennedy,En servicio,-75.58044417,6.29818413
171,171,Drogeria Maxidescuentos,CL 92 CC 67 08,Medellín,Castilla,En servicio,-75.57360736,6.28545578
172,172,Drogueria Duque,K 74 B 98 38,Medellín,Castilla,En servicio,-75.57747,6.29593
173,173,El Caldas,CRA 17 10 12,Girardota,Girardota,En servicio,-75.44933,6.37649
174,174,Esquina La 71,CL 92E 70A 25,Medellín,Castilla,En servicio,-75.5753039,6.28812711
175,175,Farmacia Drogueria Real,CR 80 97 B  07,Medellín,Kennedy,En servicio,-75.6027406,6.2418132
176,176,Florencia,CR 74 114 12,Medellín,Santander,En servicio,-75.56938348,6.30968476
177,177,Fruta Fria,CR 84 B 94 C 35,Medellín,Kennedy,En servicio,-75.58635,6.29603
178,178,Gaitan La 84,CL 91 C 84 7,Medellín,Kennedy,En servicio,-75.5856076,6.28968654
179,179,Gana Brisas,CR 67 B 116 08,Medellín,Girardot,En servicio,-75.56499022,6.31003799
180,180,Gana Florencia,CR 74 110 A 37,Medellín,Santander,En servicio,-75.57010923,6.30804206
181,181,Gana La 104,CL 104 72 01,Medellín,Girardot,En servicio,-75.57143533,6.30090707
182,182,Gana La 96,CL 96 68 52,Medellín,Castilla,En servicio,-75.57238631,6.29125249
183,183,Gana Pedregal,CR 76 103 08,Medellín,Santander,En servicio,-75.57505168,6.30134595
184,184,Gana Play Plus,CL 96 67 24,Medellín,Castilla,En servicio,-75.57157,6.29094
185,185,Gana Punto Nuevo,CR 70 97 121,Medellín,Castilla,En servicio,-75.57278028,6.29390102
186,186,Gana Servicios 12 De Octubre,CR 78 101 B B 14,Medellín,Doce De Octubre Nº 1,En servicio,-75.5781864,6.30202035
187,187,Gana Servicios Castilla,CR 68 96 60,Medellín,Castilla,En servicio,-75.57185982,6.29166011
188,188,Gana Servicios Central Ganadera,CR 64 C 104 02 LOC 2 A,Medellín,Belalcazar,En servicio,-75.56396732,6.30111434
189,189,Gana Servicios Girardot,CL 104 64D 90,Medellín,Girardot,En servicio,-75.56602616,6.30166077
190,190,Gana Servicios Kenedy,CR 79 92 11,Medellín,Kennedy,En servicio,-75.58349013,6.28999645
191,191,Gaviotas.Net,CL 98 85 A 01,Medellín,Doce De Octubre Nº 1,En servicio,-75.58509,6.29962
192,192,Girardot,CR 65 103 G 10,Medellín,Girardot,En servicio,-75.56630489,6.3007584
193,193,Granero Titos,CR 65 115 08,Medellín,Girardot,En servicio,-75.5638286,6.30968267
194,194,Guarderia,CR 67 92 D D 18,Medellín,Castilla,En servicio,-75.57351129,6.28601864
195,195,La 101,Cl 101 74 18,Medellín,Castilla,En servicio,-75.57559818,6.29862618
196,196,La 66,CR 66 96 136,Medellín,Castilla,En servicio,-75.57035781,6.29160032
197,197,La 80 12 De Octubre,CR 80 N 101 A 12,Medellín,Doce De Octubre Nº 1,En servicio,-75.57961704,6.30056281
198,198,La 94,CL 94 77 12,Medellín,Kennedy,En servicio,-75.58198038,6.29169034
199,199,La Dinamarca,CR 67 90 19,Medellín,Castilla,En servicio,-75.57356819,6.28380123
200,200,La Raza,CR 80 95 a 80,Medellín,Kennedy,En servicio,-75.58218075,6.29396143
201,201,La Tienda De Pipo,CL 98 73 30,Medellín,Castilla,En servicio,-75.57545981,6.29515625
202,202,La Torre,CR 82 98 D 06,Medellín,Kennedy,En servicio,-75.58095175,6.2988525
203,203,Lopez La 91,CL 91 A 71 A 23,Medellín,Castilla,En servicio,-75.5771738,6.2845443
204,204,Maracana,CL 96 74B 10,Medellín,Castilla,En servicio,-75.57848461,6.2932705
205,205,Mi Barcito,CL 92 75 24,Medellín,Kennedy,En servicio,-75.58059369,6.28889794
206,206,Micelanea Marisol,CR 63 CL 25 43,Medellín,Santander,En servicio,-75.57373,6.31302
207,207,Mickey Mouse,CL 90 76 03,Medellín,Kennedy,En servicio,-75.58222372,6.28708622
208,208,Mil Variedades Castilla,Cra 68 N 92 F 09 ,Medellín,Castilla,En servicio,-75.571863,6.291886
209,209,Miramar,CL 9579A 08,Medellín,Kennedy,En servicio,-75.5829,6.2932
210,210,Modulo San Judas,CR 68 97 132,Medellín,Castilla,En servicio,-75.57125436,6.29341282
211,211,Nueva Florencia,CL 113 68 A 97,Medellín,Santander,En servicio,-75.56769108,6.30878725
212,212,Nuevo San Judas,CR 68 98 99,Medellín,Castilla,En servicio,-75.57104507,6.2944967
213,213,Oficina Carlos Uribe,CL 91 A 69 15,Medellín,Castilla,En servicio,-75.57516378,6.28352435
214,214,Panaderia Dayana,CR 68 93 09,Medellín,Castilla,En servicio,-75.57339268,6.28751375
215,215,Partic 12 De Oct,CR 78 98 D 21 ,Medellín,Doce De Octubre Nº 1,En servicio,-75.57905639,6.29743124
216,216,Pedregal Qap,CR 74 105 A 9,Medellín,Santander,En servicio,-75.57123471,6.30321971
217,217,Picachito,CR 85 A 98 05,Medellín,Kennedy,En servicio,-75.58505086,6.29950667
218,218,Pista Zea,CL 91A 67 A 80,Medellín,Castilla,En servicio,-75.57367443,6.28335783
219,219,Ppal Qap,CR 68 96 114,Medellín,Castilla,En servicio,-75.57173268,6.29204099
220,220,Punto De Venta Tejelo,CR 67 108 11,Medellín,Girardot,En servicio,-75.56667122,6.30549264
221,221,Punto Rojo,Cl 95 73 41,Medellín,Castilla,En servicio,-75.57678994,6.29120771
222,222,Santander La Frontera,CR 76 C 108 A 76,Medellín,Santander,En servicio,-75.57253963,6.30796417
223,223,Santandercito,CL 112 76 42,Medellín,Santander,En servicio,-75.5721,6.309
224,224,Terminal Barrio Nuevo,CR 62 N 21 B 10,Medellín,Santander,En servicio,-75.57171,6.31154
225,225,Tienda La Ventana De Cositas,CR 68 80 66,Medellín,Caribe,En servicio,-75.57651,6.27805
226,226,Tienda Minimercado El Descanso,CR 86 B 98 B 09,Medellín,Doce De Octubre Nº 1,En servicio,-75.58563,6.30034
227,227,Toscana,CR 64 A 111F 06,Medellín,Girardot,En servicio,-75.55908686,6.3054934
228,228,Union Castilla,CR 67 94 119,Medellín,Castilla,En servicio,-75.572141,6.288547
229,229,Variedades Beatriz,CL 104 A 76 32,Medellín,Girardot,En servicio,-75.57459,6.3032
230,230,Variedades Ramval,CL 96 B 81 24,Medellín,Kennedy,En servicio,-75.582466,6.295434
231,231,Variedades Taly,CR 76 94 22,Medellín,Kennedy,En servicio,-75.58092836,6.2915306
232,232,Zea La 92,CL 92 C C 65 B 53,Medellín,Castilla,En servicio,-75.57182215,6.2855443
233,233,Accesorios Luna Y Papeleria,CL 31B 87D 6,Medellín,Belen,En servicio,-75.61035,6.23274
234,234,Aeroparque,CR 70 15 33,Medellín,Las Playas,En servicio,-75.59245282,6.22107382
235,235,Aguacatala-210 (2),CR 49 12 SUR 0 (128)        ,Medellín,Guayabal,En servicio,-75.5819059,6.19329346
236,236,Antioquia,CL 20 59 39,Medellín,Trinidad,En servicio,-75.583035,6.22269
237,237,Apuestas Nutabe,CR 73 42 37,Medellín,Laureles,En servicio,-75.59255762,6.24839116
238,238,Arkadia,CRA 70 1 141 BURBUJA K3 01,Medellín,Las Playas,En servicio,-75.59411,6.21147
239,239,Av Nutivara,TRANSVERSAL 39 B 70 83,Medellín,Laureles,En servicio,-75.59134892,6.24055314
240,240,Av.Bolivariana,CL 34 66 A 17,Medellín,Laureles,En servicio,-75.58706734,6.23980243
241,241,B. Antioquia,CL 25 59 47,Medellín,Trinidad,En servicio,-75.58296666,6.2265547
242,242,Babalu,CL 30 74 01,Medellín,Belen,En servicio,-75.59462738,6.23133147
243,243,Belen La 71,CR 71 30 63,Medellín,Belen,En servicio,-75.59222428,6.23186744
244,244,Belén Los Alpes,CL 29B 84 49,Medellín,Belen,En servicio,-75.60775606,6.23051685
245,245,Belen Rincon 2,CRA 79 2 138,Medellín,El Rincon,En servicio,-75.6025235,6.21246141
246,246,Belén Vicuña,CL 30 82B 32,Medellín,Belen,En servicio,-75.60475712,6.23103565
247,247,Brillante,CL 30 82C 34,Medellín,Belen,En servicio,-75.6052633,6.23103433
248,248,Brillante (2),CL 30 82C 34,Medellín,Belen,En servicio,-75.6052633,6.23103433
249,249,Calle Caliente,CR 72 42 40,Medellín,Laureles,En servicio,-75.59117872,6.24976801
250,250,Centro Comercial El Rodeo,CL 6 SUR 52 50,Medellín,Guayabal,En servicio,-75.58749439,6.20449852
251,251,Centro Comercial Tayrona,CR 65 42B 60,Medellín,Laureles,En servicio,-75.58356808,6.24718777
252,252,Consumo,CR 81 26 12,Medellín,Belen,En servicio,-75.60192847,6.22778903
253,253,Consumo Belen La Palma,CR 81 25 35,Medellín,Belen,En servicio,-75.60237456,6.22735872
254,254,Consumo Laureles,CL 33 A 72 107,Medellín,Laureles,En servicio,-75.59642088,6.23939443
255,255,Cootrasmede,CL 25 65B 58,Medellín,Trinidad,En servicio,-75.58485553,6.22659317
256,256,Cristo Rey Qap,CR 50 E 2 SUR 59,Medellín,Guayabal,En servicio,-75.58240222,6.20471469
257,257,Cruz Blanca,CR 72 44 A 05,Medellín,Laureles,Desactivado,-75.591132,6.250533
258,258,De Uno Laureles,CR 74 42 01 LOCAL 2,Medellín,Laureles,En servicio,-75.59319,6.248574
259,259,"Distr,Licorera Y Cigarreria Vino Y Tinto",CL 42 C 82 106,Medellín,Laureles,En servicio,-75.59981096,6.24263126
260,260,El Estanquillon,CR 84 45 AA 33,Medellín,Belen,En servicio,-75.60779348,6.23249572
261,261,El Nispero,CR 79 1 SUR 15,Medellín,El Rincon,En servicio,-75.60155815,6.20993328
262,262,El Rey Altavista,CL 20A 82B 44,Medellín,Belen,En servicio,-75.6045693,6.22575987
263,263,Euro Ciudad Del Parque,CR 81 A 4 G 40,Medellín,El Rincon,En servicio,-75.605161,6.215868
264,264,Euro Laureles,TRANSVERSAL 39 B CIRCULAR 4 52,Medellín,Laureles,En servicio,-75.594096,6.244043
265,265,F 2,CR 76 20 42,Medellín,Las Playas,En servicio,-75.59731529,6.22452153
266,266,Fatima,CR 65B 32A 52,Medellín,Belen,En servicio,-75.5839492,6.23587286
267,267,Fatima,CR 65 B 32 A 52,Medellín,Belen,En servicio,-75.58604729,6.23872813
268,268,Fonda Josby,VEREDA MANZANILLO,Medellín,El Rincon,En servicio,-75.60539,6.203118
269,269,Freestyle Exodo,CL 118 64 BB 62 ,Medellín,Laureles,En servicio,-75.58414102,6.23942491
